,Player Name,Team,Games,Innings Pitched,Starts,Quality Starts,Quality Start %,K/BB,K/9IP,BB/9IP,HR/9IP,Batting Avg on Balls IP,Strand Rate,FB VLO,ERA,Fielding Ind Pitching
355,Aroldis Chapman,NYY,21,20.0,0,0,0.0,10.33,13.95,1.35,0.9,0.355,76.5,99.8,2.7,1.87
356,Jeff Manship,CLE,23,20.0,0,0,0.0,1.1,4.95,4.5,1.35,0.261,88.5,90.9,2.7,5.6
357,Chris Withrow,ATL,25,19.7,0,0,0.0,1.27,6.41,5.03,0.92,0.239,70.8,93.2,4.12,4.83
358,Brandon Kintzler,MIN,20,19.7,0,0,0.0,7.0,6.41,0.92,1.83,0.252,87.5,92.5,2.75,4.74
359,Andrew Chafin,ARI,27,19.7,0,0,0.0,2.56,10.53,4.12,0.46,0.393,46.7,93.0,7.78,2.94
360,Eric O'Flaherty,ATL,27,19.3,0,0,0.0,3.0,6.98,2.33,1.4,0.358,59.3,90.5,6.52,4.47
361,Tim Adleman,CIN,4,19.3,4,1,25.0,1.78,7.45,4.19,1.4,0.28,79.2,0.0,3.72,5.01
362,Nick Wittgren,MIA,15,19.0,0,0,0.0,5.25,9.95,1.89,0.95,0.301,77.8,91.7,2.84,3.01
363,Chasen Shreve,NYY,19,19.0,0,0,0.0,4.0,7.58,1.89,3.32,0.21,71.4,91.4,5.21,6.96
364,Drew VerHagen,DET,19,19.0,0,0,0.0,1.43,4.74,3.32,1.42,0.365,62.5,94.4,7.11,5.34
365,Oliver Perez,WAS,30,19.0,0,0,0.0,3.0,11.37,3.79,0.47,0.351,62.5,91.6,4.74,2.66
366,Boone Logan,COL,28,19.0,0,0,0.0,3.0,11.37,3.79,0.0,0.289,65.0,93.1,3.32,1.98
367,Deolis Guerra,LAA,11,18.7,0,0,0.0,0.0,7.71,0.0,0.48,0.262,61.5,90.0,2.89,2.18
368,Casey Kelly,ATL,8,18.7,1,0,0.0,0.83,2.41,2.89,0.48,0.344,64.5,89.9,5.79,4.36
369,Greg Mahle,LAA,24,18.3,0,0,0.0,1.4,6.87,4.91,1.96,0.335,75.9,87.1,5.4,6.2
370,Christian Bergman,COL,9,18.3,1,0,0.0,4.75,9.33,1.96,1.47,0.402,65.4,89.5,5.89,3.93
371,Alex Claudio,TEX,13,18.0,0,0,0.0,2.75,5.5,2.0,0.5,0.356,69.2,85.1,4.5,3.39
372,Joaquin Benoit,SEA,18,18.0,0,0,0.0,1.73,9.5,5.5,1.5,0.257,72.7,94.0,4.5,5.15
373,Matt Bush,TEX,20,18.0,0,0,0.0,3.8,9.5,2.5,0.5,0.29,83.3,0.0,2.0,2.67
374,Daniel Mengden,OAK,3,18.0,3,2,66.7,3.5,10.5,3.0,1.5,0.32,85.0,91.8,3.0,4.07
375,Ian Krol,ATL,22,18.0,0,0,0.0,3.43,12.0,3.5,1.0,0.359,86.4,94.2,2.5,3.18
376,Tyler Anderson,COL,3,17.7,3,1,33.3,6.0,9.17,1.53,0.0,0.361,76.2,90.6,2.55,1.69
377,J.J. Hoover,CIN,17,17.7,0,0,0.0,1.5,7.64,5.09,4.08,0.341,46.4,91.6,11.72,9.14
378,Peter Moylan,KC,12,17.7,0,0,0.0,3.2,8.15,2.55,0.51,0.36,75.0,89.6,3.57,3.0
379,Bryan Morris,MIA,24,17.7,0,0,0.0,1.3,6.62,5.09,2.04,0.23,90.5,93.0,3.06,6.43
380,Charlie Morton,PHI,4,17.3,4,2,50.0,2.38,9.87,4.15,0.52,0.319,68.2,94.3,4.15,3.19
381,Jason Grilli,ATL,21,17.0,0,0,0.0,1.77,12.18,6.88,1.06,0.36,70.4,92.0,5.29,4.39
382,Matt Purke,CWS,10,17.0,0,0,0.0,1.4,7.41,5.29,0.0,0.359,65.5,92.5,5.29,3.38
383,Dana Eveland,TB,21,16.7,0,0,0.0,1.31,9.18,7.02,1.62,0.375,64.5,89.2,7.56,5.92
384,Steve Johnson,SEA,16,16.7,0,0,0.0,1.55,9.18,5.94,1.62,0.25,76.2,89.0,4.32,5.55
385,Rob Scahill,PIT,15,16.3,0,0,0.0,2.17,7.16,3.31,0.55,0.34,69.6,93.6,4.41,3.54
386,Joba Chamberlain,CLE,17,16.3,0,0,0.0,2.43,9.37,3.86,0.55,0.194,78.6,93.2,2.2,3.24
387,Ryan Webb,TB,17,16.3,0,0,0.0,3.33,5.51,1.65,1.1,0.357,82.6,91.2,3.31,4.14
388,Matt Garza,MIL,3,16.0,3,1,33.3,2.0,4.5,2.25,0.0,0.35,79.2,91.9,2.81,2.98
389,Yu Darvish,TEX,3,15.7,3,0,0.0,3.17,10.91,3.45,0.57,0.304,76.5,93.5,2.87,2.79
390,Robbie Erlin,SD,3,15.7,2,1,50.0,4.33,7.47,1.72,1.72,0.224,66.7,88.0,4.02,4.62
391,Josh Fields,HOU,15,15.7,0,0,0.0,6.67,11.49,1.72,1.15,0.465,58.3,94.5,6.89,2.9
392,Anthony DeSclafani,CIN,3,15.7,3,2,66.7,1.43,5.74,4.02,1.15,0.332,91.7,93.0,2.3,4.97
393,Wilfredo Boscan,PIT,6,15.3,1,0,0.0,1.14,4.7,4.11,1.17,0.269,55.0,90.6,6.46,5.27
394,Tyler Sturdevant,TB,13,15.0,0,0,0.0,2.4,7.2,3.0,0.6,0.359,68.2,91.4,4.8,3.5
395,Josh Smith,CIN,10,15.0,0,0,0.0,2.8,8.4,3.0,1.2,0.298,88.2,91.3,2.4,4.1
396,Tommy Hunter,CLE,15,15.0,0,0,0.0,2.0,4.8,2.4,0.6,0.243,73.3,94.5,3.0,3.83
397,Blake Snell,TB,3,15.0,3,1,33.3,1.71,7.2,4.2,0.0,0.359,83.3,93.5,2.4,3.05
398,Jose Berrios,MIN,4,15.0,4,0,0.0,1.67,12.0,7.2,3.0,0.402,55.6,93.2,10.2,7.35
399,Jarred Cosart,MIA,3,14.7,3,0,0.0,0.53,4.91,9.2,0.0,0.324,58.1,92.7,7.98,5.28
400,Erik Johnson,SD,3,14.7,3,0,0.0,1.6,4.91,3.07,4.3,0.35,60.9,89.8,9.82,9.37
401,Jhan Marinez,MIL,9,14.7,0,0,0.0,6.0,11.05,1.84,0.61,0.421,75.0,94.7,3.68,2.27
402,Miguel Castro,COL,19,14.7,0,0,0.0,2.4,7.36,3.07,1.84,0.338,65.0,96.1,6.14,5.28
403,Zach Eflin,PHI,3,14.3,3,1,33.3,1.5,3.77,2.51,1.88,0.304,63.2,92.9,6.28,5.95
404,Mike Clevinger,CLE,3,14.3,3,0,0.0,1.86,8.16,4.4,1.88,0.322,45.0,92.9,8.79,5.62
405,Zach Neal,OAK,6,14.0,1,0,0.0,0.0,3.21,0.0,2.57,0.317,43.8,0.0,8.36,6.2
406,Craig Breslow,MIA,15,14.0,0,0,0.0,1.75,4.5,2.57,0.64,0.381,75.0,89.5,4.5,4.01
407,Huston Street,LAA,16,13.7,0,0,0.0,0.88,4.61,5.27,0.66,0.292,76.2,87.8,3.95,4.94
408,James Shields,CWS,4,13.7,4,0,0.0,0.62,5.27,8.56,3.29,0.44,48.6,90.3,15.8,9.73
409,Daniel Coulombe,OAK,10,13.7,0,0,0.0,3.0,5.93,1.98,2.63,0.234,75.0,89.6,4.61,6.37
410,Casey Fien,MIN,14,13.7,0,0,0.0,4.0,7.9,1.98,3.29,0.376,63.2,92.9,7.9,6.88
411,Seth Maness,STL,14,13.3,0,0,0.0,1.2,4.05,3.38,0.68,0.388,68.0,87.4,6.08,4.44
412,Buck Farmer,DET,9,13.3,0,0,0.0,2.17,8.78,4.05,0.68,0.245,78.6,93.3,2.7,3.62
413,Brian Flynn,KC,7,13.3,0,0,0.0,2.17,8.78,4.05,0.68,0.222,69.2,92.3,3.38,3.62
414,Scott Oberg,COL,9,13.3,0,0,0.0,1.6,5.4,3.38,1.35,0.288,76.5,93.8,4.05,5.11
415,Casey Fien,LAD,12,13.3,0,0,0.0,6.0,8.1,1.35,2.03,0.26,90.9,92.9,2.7,4.79
416,Scott Alexander,KC,9,13.0,0,0,0.0,2.2,7.62,3.46,0.69,0.353,68.4,89.9,4.85,3.7
417,Evan Marshall,ARI,12,13.0,0,0,0.0,1.0,4.85,4.85,0.0,0.415,64.3,93.5,6.92,3.79
418,Johnny Barbato,NYY,12,13.0,0,0,0.0,3.75,10.38,2.77,1.38,0.27,50.0,94.6,5.54,3.85
419,Nick Martinez,TEX,4,13.0,2,0,0.0,0.71,3.46,4.85,1.38,0.307,71.4,91.7,5.54,6.1
420,Daniel Wright,CIN,4,13.0,2,0,0.0,3.0,4.15,1.38,1.38,0.429,64.0,0.0,7.62,4.75
421,Josh Collmenter,ARI,9,12.7,0,0,0.0,0.78,4.97,6.39,1.42,0.277,70.0,84.1,5.68,6.35
422,Will Smith,MIL,14,12.7,0,0,0.0,1.8,6.39,3.55,0.71,0.208,83.3,91.3,2.13,4.03
423,Blaine Hardy,DET,13,12.3,0,0,0.0,1.6,5.84,3.65,1.46,0.327,66.7,88.3,5.84,5.27
424,Henry Owens,BOS,3,12.3,3,1,33.3,0.69,6.57,9.49,2.19,0.279,82.6,0.0,5.11,8.17
425,Clayton Richard,CHC,22,12.3,0,0,0.0,1.0,4.38,4.38,0.0,0.422,63.0,91.9,7.3,3.74
426,Tony Zych,SEA,10,12.0,0,0,0.0,2.38,14.25,6.0,0.0,0.321,73.3,95.3,3.0,2.1
427,Cody Reed,CIN,2,12.0,2,0,0.0,3.0,11.25,3.75,2.25,0.389,64.7,92.8,6.75,5.24
428,Robert Stephenson,CIN,2,12.0,2,1,50.0,1.0,3.0,3.0,1.5,0.19,81.8,92.7,3.0,5.73
429,Matt Belisle,WAS,12,11.7,0,0,0.0,9.0,6.94,0.77,0.0,0.315,83.3,90.6,1.54,1.92
430,Erik Johnson,CWS,2,11.7,2,0,0.0,1.83,8.49,4.63,3.86,0.291,73.3,89.8,6.94,8.48
431,Javier Lopez,SF,34,11.7,0,0,0.0,0.7,5.4,7.71,0.77,0.258,73.7,84.0,4.63,5.77
432,Sean O'Sullivan,BOS,3,11.3,2,0,0.0,3.5,5.56,1.59,1.59,0.405,57.9,90.9,7.94,4.81
433,Dean Kiekhefer,STL,11,11.0,0,0,0.0,4.5,7.36,1.64,1.64,0.312,58.3,87.7,5.73,4.49
434,Dalier Hinojosa,PHI,10,11.0,0,0,0.0,2.67,6.55,2.45,0.82,0.281,75.0,92.9,3.27,3.77
435,Buddy Boshers,MIN,13,11.0,0,0,0.0,6.5,10.64,1.64,0.82,0.307,90.0,92.1,1.64,2.58
436,Noe Ramirez,BOS,11,11.0,0,0,0.0,1.57,9.0,5.73,2.45,0.355,72.2,89.7,6.55,6.72
437,Jason Motte,COL,14,10.7,0,0,0.0,5.5,9.28,1.69,2.53,0.239,87.5,94.2,3.38,5.38
438,Ryan Weber,ATL,5,10.7,0,0,0.0,4.5,7.59,1.69,1.69,0.461,55.0,91.3,9.28,4.53
439,Edwin Jackson,MIA,8,10.7,0,0,0.0,1.17,5.91,5.06,1.69,0.323,70.6,92.8,5.91,6.07
440,Chad Girodo,TOR,14,10.3,0,0,0.0,2.5,4.35,1.74,2.61,0.249,80.0,86.4,4.35,6.61
441,Zac Curtis,ARI,14,10.3,0,0,0.0,1.33,6.97,5.23,0.87,0.221,58.3,91.1,5.23,4.71
442,Edwin Diaz,SEA,9,10.3,0,0,0.0,3.4,14.81,4.35,0.87,0.452,93.3,96.1,1.74,2.67
443,Zack Godley,ARI,5,10.3,1,1,100.0,2.0,6.97,3.48,1.74,0.221,70.0,91.5,4.35,5.37
444,Brett Cecil,TOR,16,10.3,0,0,0.0,3.0,7.84,2.61,0.87,0.443,73.7,91.5,5.23,3.62
445,Jumbo Diaz,CIN,11,10.0,0,0,0.0,0.86,5.4,6.3,4.5,0.184,83.3,95.7,6.3,10.67
446,A.J. Morris,CIN,7,10.0,0,0,0.0,1.13,8.1,7.2,1.8,0.267,66.7,0.0,6.3,6.48
447,Paul Clemens,MIA,2,10.0,2,0,0.0,0.75,5.4,7.2,4.5,0.213,85.7,91.0,6.3,10.98
448,Tyler Wagner,ARI,3,10.0,0,0,0.0,3.5,6.3,1.8,0.0,0.298,81.8,89.9,1.8,2.42
449,Tyler Cravy,MIL,6,9.7,1,0,0.0,4.5,8.38,1.86,1.86,0.397,64.3,90.9,6.52,4.67
450,Jason Gurka,COL,6,9.7,0,0,0.0,3.5,6.52,1.86,0.93,0.425,47.1,90.3,9.31,3.74
451,Drew Hayes,CIN,6,9.7,0,0,0.0,1.33,7.45,5.59,2.79,0.384,66.7,91.3,8.38,7.5
452,Tim Melville,CIN,3,9.0,2,0,0.0,0.89,8.0,9.0,5.0,0.388,70.0,0.0,11.0,11.74
453,Anthony Swarzak,NYY,7,9.0,0,0,0.0,11.0,11.0,1.0,2.0,0.218,60.0,93.4,4.0,3.99
454,Tim Lincecum,LAA,2,9.0,2,1,50.0,1.0,4.0,4.0,1.0,0.319,71.4,88.1,5.0,5.13
455,Jason Grilli,TOR,10,8.7,0,0,0.0,3.5,14.54,4.15,1.04,0.401,81.8,92.0,3.12,2.9
456,Pat Venditte,TOR,8,8.7,0,0,0.0,1.75,7.27,4.15,1.04,0.364,71.4,84.1,5.19,4.52
457,Phil Klein,TEX,8,8.7,0,0,0.0,6.0,12.46,2.08,2.08,0.325,62.5,91.8,5.19,4.15
458,Luke Jackson,TEX,6,8.7,0,0,0.0,0.5,3.12,6.23,2.08,0.339,70.6,93.9,7.27,7.65
459,Chris Narveson,MIA,6,8.3,0,0,0.0,3.0,6.48,2.16,3.24,0.286,44.4,88.9,8.64,7.18
460,Yimi Garcia,LAD,9,8.3,0,0,0.0,4.0,4.32,1.08,0.0,0.316,70.0,92.8,3.24,2.61
461,Matt Thornton,SD,9,8.3,0,0,0.0,3.0,6.48,2.16,0.0,0.386,69.2,91.5,4.32,2.5
462,Ryan Garton,TB,7,8.0,0,0,0.0,2.67,9.0,3.38,0.0,0.43,78.6,92.3,3.38,2.36
463,Jake Petricka,CWS,9,8.0,0,0,0.0,0.88,7.88,9.0,1.13,0.31,80.0,94.2,4.5,6.18
464,David Goforth,MIL,7,7.7,0,0,0.0,2.33,8.22,3.52,2.35,0.381,50.0,92.7,9.39,5.98
465,Mike Dunn,MIA,11,7.7,0,0,0.0,2.0,9.39,4.7,2.35,0.306,90.0,93.0,3.52,6.12
466,Austin Adams,CLE,7,7.7,0,0,0.0,4.0,14.09,3.52,2.35,0.294,100.0,0.0,2.35,4.67
467,Sam Freeman,MIL,7,7.7,0,0,0.0,0.89,9.39,10.57,2.35,0.447,55.0,94.1,12.91,8.14
468,Neil Ramirez,CHC,8,7.7,0,0,0.0,1.25,11.74,9.39,1.17,0.256,75.0,92.0,4.7,5.52
469,Jacob Barnes,MIL,8,7.7,0,0,0.0,4.5,10.57,2.35,0.0,0.416,81.8,94.3,2.35,1.66
470,Brian Ellington,MIA,7,7.3,0,0,0.0,2.25,11.05,4.91,1.23,0.204,100.0,97.9,1.23,4.21
471,Mayckol Guaipe,SEA,5,7.3,0,0,0.0,1.25,6.14,4.91,0.0,0.338,66.7,92.4,4.91,3.53
472,Ryan O'Rourke,MIN,8,7.3,0,0,0.0,1.0,6.14,6.14,1.23,0.242,70.0,89.4,4.91,5.72
473,Neil Ramirez,MIN,4,7.0,0,0,0.0,2.0,7.71,3.86,1.29,0.267,87.5,92.0,2.57,4.67
474,Silvino Bracho,ARI,7,7.0,0,0,0.0,0.5,3.86,7.71,1.29,0.323,71.4,92.7,6.43,6.86
475,Luis Cessa,NYY,3,7.0,0,0,0.0,5.0,6.43,1.29,2.57,0.169,100.0,93.5,2.57,5.93
476,Keyvius Sampson,CIN,4,7.0,0,0,0.0,0.86,7.71,9.0,3.86,0.267,75.0,93.1,7.71,10.16
477,Edwin Escobar,ARI,2,7.0,2,0,0.0,1.0,3.86,3.86,1.29,0.455,41.2,91.8,14.14,5.53
478,Warwick Saupold,DET,5,6.7,0,0,0.0,2.67,10.8,4.05,0.0,0.546,50.0,91.9,10.8,2.2
479,Brian Duensing,BAL,7,6.7,0,0,0.0,1.5,4.05,2.7,2.7,0.307,77.8,91.7,5.4,7.13
480,Richard Bleier,NYY,6,6.7,0,0,0.0,0.0,2.7,0.0,0.0,0.349,66.7,89.5,4.05,2.6
481,Dayan Diaz,CIN,6,6.7,0,0,0.0,0.43,4.05,9.45,2.7,0.336,66.7,93.2,9.45,9.46
482,Enrique Burgos,ARI,7,6.7,0,0,0.0,1.0,5.4,5.4,1.35,0.288,50.0,93.6,8.1,5.81
483,Danny Farquhar,TB,7,6.3,0,0,0.0,3.0,8.53,2.84,4.26,0.297,100.0,91.7,4.26,8.44
484,Severino Gonzalez,PHI,5,6.3,0,0,0.0,8.0,11.37,1.42,1.42,0.289,80.0,93.4,2.84,3.22
485,Keone Kela,TEX,7,6.3,0,0,0.0,4.0,17.05,4.26,4.26,0.406,71.4,94.2,7.11,7.04
486,Javy Guerra,LAA,7,6.3,0,0,0.0,0.57,5.68,9.95,1.42,0.224,72.7,92.4,5.68,7.42
487,Phil Coke,NYY,3,6.0,0,0,0.0,0.25,1.5,6.0,1.5,0.274,70.0,92.5,6.0,7.1
488,Sean Gilmartin,NYM,3,6.0,0,0,0.0,5.0,7.5,1.5,0.0,0.201,100.0,87.2,0.0,2.05
489,Steven Okert,SF,7,6.0,0,0,0.0,2.0,9.0,4.5,1.5,0.391,70.0,92.5,6.0,4.92
490,Andrew Heaney,LAA,1,6.0,1,0,0.0,0.0,10.5,0.0,3.0,0.335,60.0,90.8,6.0,5.2
491,Chris Stratton,SF,5,6.0,0,0,0.0,2.5,7.5,3.0,1.5,0.296,85.7,92.1,3.0,4.73
492,Brian Matusz,BAL,7,6.0,0,0,0.0,0.14,1.5,10.5,4.5,0.334,66.7,89.3,12.0,12.98
493,Daniel Norris,DET,2,6.0,1,0,0.0,5.0,7.5,1.5,4.5,0.201,100.0,92.3,4.5,8.55
494,Wade LeBlanc,SEA,1,6.0,1,1,100.0,3.0,4.5,1.5,0.0,0.177,100.0,87.8,0.0,2.72
495,Andrew Faulkner,TEX,8,5.7,0,0,0.0,0.25,1.59,6.35,4.76,0.25,77.8,92.3,7.94,11.92
496,Roenis Elias,BOS,2,5.7,1,0,0.0,0.6,4.76,7.94,3.18,0.409,42.9,92.4,15.88,9.46
497,Leonel Campos,SD,4,5.7,0,0,0.0,1.17,11.12,9.53,0.0,0.358,54.5,92.9,7.94,4.01
498,Drew Hutchison,TOR,1,5.7,1,0,0.0,1.67,7.94,4.76,3.18,0.154,100.0,92.1,3.18,7.66
499,Dillon Overton,OAK,1,5.7,1,0,0.0,1.5,4.76,3.18,4.76,0.236,100.0,0.0,4.76,10.12
500,Odrisamer Despaigne,BAL,4,5.7,0,0,0.0,0.67,3.18,4.76,0.0,0.3,88.9,92.3,1.59,4.14
501,Mike Broadway,SF,4,5.3,0,0,0.0,4.0,6.75,1.69,3.38,0.388,37.5,93.3,11.81,7.16
502,Tyson Ross,SD,1,5.3,1,0,0.0,5.0,8.44,1.69,0.0,0.473,30.0,92.4,11.81,1.91
503,David Huff,LAA,2,5.3,2,0,0.0,1.5,5.06,3.38,6.75,0.428,72.7,90.7,11.81,12.99
504,Michael Ynoa,CWS,4,5.0,0,0,0.0,1.5,10.8,7.2,0.0,0.426,80.0,93.9,3.6,3.28
505,Chad Green,NYY,2,5.0,1,0,0.0,6.0,10.8,1.8,3.6,0.426,71.4,0.0,7.2,6.62
506,Chris Heston,SF,4,5.0,0,0,0.0,0.5,5.4,10.8,0.0,0.448,60.0,87.3,10.8,5.72
507,Erik Goeddel,NYM,4,4.7,0,0,0.0,3.0,5.79,1.93,0.0,0.164,100.0,91.3,0.0,2.58
508,Adrian Sampson,SEA,1,4.7,1,0,0.0,2.0,3.86,1.93,3.86,0.35,71.4,91.1,7.71,8.58
509,Bruce Rondon,DET,3,4.7,0,0,0.0,2.0,7.71,3.86,1.93,0.0,100.0,98.7,1.93,5.6
510,Ross Detwiler,CLE,7,4.7,0,0,0.0,0.75,5.79,7.71,1.93,0.164,66.7,90.9,5.79,7.36
511,Logan Kensing,DET,3,4.7,0,0,0.0,0.5,1.93,3.86,0.0,0.397,90.0,90.4,1.93,4.1
512,Ashur Tolliver,BAL,5,4.7,0,0,0.0,1.67,9.64,5.79,1.93,0.329,71.4,92.9,5.79,5.84
513,James Russell,PHI,7,4.3,0,0,0.0,0.8,8.31,10.38,4.15,0.46,41.7,89.6,18.69,10.93
514,Corey Knebel,MIL,5,4.3,0,0,0.0,1.0,12.46,12.46,0.0,0.491,66.7,93.9,8.31,4.72
515,Dario Alvarez,ATL,5,4.3,0,0,0.0,3.33,20.77,6.23,2.08,0.0,100.0,93.3,2.08,3.73
516,Ryan Merritt,CLE,1,4.3,0,0,0.0,0.0,4.15,0.0,0.0,0.089,100.0,87.9,0.0,2.28
517,Tommy Kahnle,CWS,5,4.3,0,0,0.0,0.4,4.15,10.38,0.0,0.37,72.7,97.2,6.23,5.85
518,Matt Buschmann,ARI,3,4.3,0,0,0.0,3.0,6.23,2.08,2.08,0.098,100.0,0.0,2.08,5.53
519,Aaron Loup,TOR,7,4.0,0,0,0.0,0.0,11.25,0.0,4.5,0.242,0.0,90.0,9.0,7.2
520,William Cuevas,BOS,2,4.0,0,0,0.0,0.4,4.5,11.25,0.0,0.301,77.8,90.1,4.5,6.08
521,Cody Martin,SEA,2,4.0,0,0,0.0,2.0,4.5,2.25,0.0,0.35,83.3,88.4,2.25,2.98
522,Nick Tepesch,LAD,1,4.0,1,0,0.0,0.0,6.75,0.0,2.25,0.42,33.3,87.1,11.25,4.95
523,Bobby Parnell,DET,4,3.7,0,0,0.0,0.75,7.36,9.82,0.0,0.353,62.5,94.1,7.36,4.95
524,Jhan Marinez,TB,3,3.7,0,0,0.0,0.0,7.36,0.0,2.45,0.12,100.0,94.7,2.45,5.11
525,Kyle Crockett,CLE,11,3.7,0,0,0.0,2.0,9.82,4.91,0.0,0.525,33.3,88.1,14.73,2.71
526,Alex Meyer,MIN,2,3.7,1,0,0.0,1.25,12.27,9.82,2.45,0.567,63.6,95.4,12.27,7.4
527,Anthony Ranaudo,TEX,2,3.7,0,0,0.0,0.25,4.91,19.64,2.45,0.107,33.3,0.0,17.18,12.42
528,Jorge Rondon,PIT,2,3.7,0,0,0.0,4.0,9.82,2.45,2.45,0.558,33.3,96.7,17.18,5.41
529,Oliver Drake,BAL,2,3.3,0,0,0.0,1.0,8.1,8.1,0.0,0.0,100.0,90.7,0.0,4.19
530,Spencer Patton,CHC,3,3.3,0,0,0.0,1.5,8.1,5.4,0.0,0.319,60.0,92.5,5.4,3.26
531,Ryan Tepera,TOR,4,3.3,0,0,0.0,0.67,5.4,8.1,0.0,0.403,62.5,95.5,8.1,4.79
532,Sergio Romo,SF,4,3.3,0,0,0.0,1.0,2.7,2.7,2.7,0.0,100.0,85.6,2.7,7.43
533,Cody Ege,MIA,5,3.0,0,0,0.0,1.0,6.0,6.0,3.0,0.52,66.7,84.2,12.0,8.27
534,Nefi Ogando,MIA,3,3.0,0,0,0.0,2.0,6.0,3.0,0.0,0.236,66.7,95.7,3.0,2.9
535,Luis Garcia,PHI,2,3.0,0,0,0.0,0.5,3.0,6.0,0.0,0.287,60.0,96.5,6.0,4.6
536,Dominic Leone,ARI,3,3.0,0,0,0.0,1.0,6.0,6.0,6.0,0.436,71.4,92.8,12.0,12.6
537,Kendry Flores,MIA,1,3.0,1,0,0.0,0.33,3.0,9.0,0.0,0.118,100.0,91.2,0.0,5.63
538,Keith Hessler,ARI,2,3.0,0,0,0.0,1.0,6.0,6.0,0.0,0.436,57.1,91.1,9.0,3.93
539,Keith Hessler,SD,2,3.0,0,0,0.0,1.0,6.0,6.0,6.0,0.436,28.6,91.1,21.0,12.6
540,Cody Hall,MIA,2,3.0,0,0,0.0,1.0,9.0,9.0,3.0,0.355,50.0,93.0,12.0,8.63
